,売上高10%増フラグ,売上高成長率t+1,売上高t+1,売上高t,売上高t-1,売上高t-2,売上高成長率t,売上高成長率t-1,資産t,負債t,純資産t,営業利益t,当期純利益t,営業CFt,投資CFt,財務CFt,ROSt,ROAt,ROEt,ATt,LEVt,営業CF比率t,投資CF比率t,財務CF比率t,FCFt
エフピコ,0,1.0796372,211285,195700,187509,186349,1.043683237,1.006224879,262695,130239,132455,15884,11206,23148,-22866,1578,0.081165049,0.042657835,0.084602318,0.744970403,0.495780278,0.118283086,-0.116842105,0.008063362,282
小松ウオール工業,0,1.093541009,37772,34541,33565,37487,1.029077909,0.895377064,42143,6743,35399,1780,1240,2871,-1535,-805,0.051532961,0.029423629,0.035029238,0.819614171,0.160002847,0.083118613,-0.044439941,-0.023305637,1336
ヤマハ,1,1.1058631,451410,408197,372630,414227,1.095448568,0.899579216,580662,163794,416867,49337,37268,36016,43707,-44426,0.12086566,0.064181917,0.089400216,0.702985558,0.282081486,0.088231908,0.1070733,-0.108834705,79723
河合楽器製作所,0,1.024129844,87771,85703,67520,71302,1.269297986,0.94695801,68391,34831,33559,6696,5046,5082,-877,-1800,0.078130287,0.073781638,0.150362049,1.253132722,0.509292158,0.059297808,-0.010233014,-0.021002765,4205
クリナップ,0,1.094497154,124012,113305,104185,107525,1.087536594,0.968937456,85289,30653,54636,3795,3155,5783,-2622,-3639,0.033493668,0.036991875,0.057745809,1.328483157,0.359401564,0.05103923,-0.023141079,-0.032116853,3161
天馬,1,1.234062107,102052,82696,73638,85762,1.123007143,0.858632028,93984,20787,73196,1970,1058,3053,-287,-4724,0.023822192,0.011257235,0.014454342,0.87989445,0.221175945,0.036918352,-0.003470543,-0.057124891,2766
リンテック,1,1.108111791,284603,256836,235902,240727,1.08874024,0.979956548,302865,93107,209758,21584,16641,24642,-19644,-14455,0.084038063,0.054945273,0.07933428,0.848021396,0.307420798,0.095944494,-0.076484605,-0.056281051,4998
信越ポリマー,1,1.168803972,108278,92640,76904,80254,1.204618745,0.958257532,122577,28240,94337,9732,6308,9759,-9664,-2364,0.105051813,0.05146153,0.066866659,0.755769843,0.230385798,0.105343264,-0.104317789,-0.025518135,95
任天堂,0,0.944750446,1601677,1695344,1758910,1308519,0.963860573,1.344199053,2662384,593074,2069310,592760,477691,289661,93699,-337010,0.349639955,0.179422277,0.230845548,0.636776663,0.222760503,0.17085677,0.055268429,-0.198785615,383360
松風,1,1.125848527,31678,28137,24680,26108,1.140072934,0.945304121,40709,7769,32940,3217,2546,3736,-1288,-1074,0.11433344,0.062541453,0.077292046,0.691173942,0.19084232,0.132778903,-0.045776024,-0.038170381,2448
タカラスタンダード,0,1.074843918,227423,211587,191229,201521,1.106458748,0.9489284,276838,95422,181415,14428,10905,19683,-3089,-2706,0.068189445,0.039391269,0.060110796,0.764298976,0.344685339,0.093025564,-0.014599196,-0.012789065,16594
ニフコ,1,1.13388682,321771,283777,256078,288012,1.108166262,0.889122675,333068,132193,200875,30540,22959,31743,-9479,-13516,0.107619715,0.06893187,0.11429496,0.852009199,0.396894928,0.11185896,-0.033402989,-0.047628948,22264
グローブライド,1,1.115168539,134583,120684,100304,88258,1.203182326,1.136486211,90682,53204,37478,12349,9567,6956,-6847,-2470,0.10232508,0.10550054,0.255269758,1.330848459,0.586709601,0.057638129,-0.056734944,-0.020466673,109
オカムラ,0,1.06064899,277015,261175,244454,253170,1.068401417,0.96557254,245372,101250,144121,15972,14992,5328,-2264,-8601,0.061154398,0.061099066,0.104023702,1.064404252,0.412638769,0.020400115,-0.008668517,-0.032931942,3064
バルカー,1,1.169484831,62178,53167,44717,48212,1.188966165,0.927507674,60200,19220,40979,6972,4841,5227,-3695,-1807,0.131133974,0.080415282,0.118133678,0.883172757,0.319269103,0.098312863,-0.069497997,-0.033987248,1532
伊藤忠商事,1,1.134404802,13945633,12293348,10362628,10982968,1.186315672,0.943518,12153658,7389958,4763700,582522,820269,801163,38637,-846706,0.047385139,0.067491532,0.172191574,1.011493659,0.608043932,0.065170448,0.003142919,-0.068875135,839800
丸紅,0,1.080140296,9190472,8508591,6332414,6827641,1.343656779,0.927467335,8255583,5917255,2338328,284490,424320,311919,-79660,-419637,0.033435618,0.051397945,0.181462994,1.030646897,0.716757981,0.036659301,-0.009362302,-0.049319212,232259
スクロール,0,0.995417184,81018,81391,85195,72634,0.955349492,1.17293554,49711,19673,30037,7000,5585,3711,-1208,-3473,0.086004595,0.112349379,0.185937344,1.637283499,0.39574742,0.045594722,-0.014841936,-0.042670566,2503
高島,0,1.076012099,79683,74054,80625,88799,0.918499225,0.907949414,45176,26699,18477,1547,1296,-389,-654,2305,0.020890161,0.028687799,0.070141257,1.639233221,0.590999646,-0.005252924,-0.008831393,0.031125935,-1043
長瀬産業,1,1.169544313,912896,780557,625245,799559,1.248401826,0.781987321,739720,384628,355092,35263,25939,-17776,-7664,27282,0.045176714,0.035065971,0.073048675,1.055206024,0.519964311,-0.022773481,-0.00981863,0.034951964,-25440
蝶理,1,1.159428503,329389,284096,216233,329360,1.313842013,0.656524775,134121,69024,65096,9328,6811,-2330,197,-4015,0.032833972,0.050782502,0.104630085,2.118206694,0.514639766,-0.008201453,0.000693428,-0.014132547,-2133
豊田通商,1,1.226776283,9848560,8028000,6309303,6694071,1.272406794,0.942521076,6143125,4200265,1942860,294141,222235,50137,-157333,44901,0.036639387,0.036176213,0.114385494,1.306826737,0.683734256,0.006245267,-0.019598032,0.005593049,-107196
兼松,1,1.186786343,911408,767963,649142,721802,1.183043155,0.899335275,634456,435173,199282,29347,15986,15382,-10547,4245,0.038214081,0.025196389,0.080217983,1.210427516,0.685899416,0.020029611,-0.013733735,0.00552761,4835
ミズノ,1,1.227504284,212044,172744,150419,169742,1.14841875,0.886162529,166356,53893,112463,9874,7717,12041,-2178,-8774,0.057159728,0.046388468,0.068618123,1.038399577,0.323961865,0.069704302,-0.012608253,-0.050791923,9863
日本紙パルプ商事,1,1.226015555,545279,444757,462922,534782,0.960760128,0.865627489,338939,238623,100317,14064,11499,14007,-4078,-9833,0.031621762,0.033926459,0.114626634,1.312203671,0.704029339,0.031493602,-0.009169052,-0.022108702,9929
東京エレクトロン,1,1.102415155,2209025,2003805,1399102,1127286,1.432207945,1.241124258,1894457,547408,1347048,599271,437076,283387,-55632,-167256,0.299066526,0.230713075,0.324469507,1.057719969,0.288952454,0.14142444,-0.027763181,-0.0834692,227755
カメイ,1,1.142360386,552241,483421,405332,453844,1.192654417,0.893108645,285947,153298,132649,12648,8514,18364,-17839,-4530,0.02616353,0.029774748,0.064184427,1.690596509,0.536106341,0.037987593,-0.036901583,-0.009370714,525
スターゼン,1,1.114675748,425173,381432,349242,351356,1.092171045,0.99398331,142428,78426,64001,6905,5984,1420,-3451,-1590,0.018102834,0.042014211,0.093498539,2.678068919,0.550636111,0.003722813,-0.009047484,-0.004168502,-2031
セイコーグループ,0,1.097404184,260504,237382,202671,239150,1.17126772,0.847463935,327533,205908,121624,8770,6415,20358,-9318,-13909,0.036944671,0.019585813,0.052744524,0.724757505,0.628663371,0.085760504,-0.039253187,-0.058593322,11040
山善,0,1.050592581,527263,501872,434744,472191,1.154408111,0.920695227,282654,169286,113367,17133,12023,7054,-2766,967,0.034138187,0.042536104,0.10605379,1.775570132,0.598915989,0.014055377,-0.005511365,0.001926786,4288
椿本興業,1,1.11428424,107963,96890,89646,104939,1.080806729,0.854267717,76773,46010,30762,4396,3177,6570,-152,-808,0.045371039,0.041381736,0.10327677,1.262032225,0.599299233,0.067808855,-0.001568789,-0.008339354,6418
ＢＩＰＲＯＧＹ,0,1.070207809,339898,317600,308426,311554,1.029744574,0.989960007,268647,137972,130674,27425,20490,29435,-10957,-16118,0.086350756,0.076271092,0.156802424,1.182220535,0.513581019,0.092679471,-0.03449937,-0.05074937,18478
第一実業,0,1.03781192,153674,148075,140029,161476,1.057459526,0.867181501,132235,73512,58722,6866,5363,-3426,-409,-1742,0.046368394,0.040556585,0.091328633,1.119786743,0.555919386,-0.023136924,-0.002762114,-0.011764309,-3835
西華産業,0,1.093825829,93311,85307,136273,140677,0.626000748,0.968694243,104865,73764,31101,3824,2246,4971,1125,-3304,0.044826333,0.021418014,0.072216327,0.813493539,0.703418681,0.058271889,0.013187663,-0.038730702,6096
佐藤商事,1,1.164480314,275006,236162,175464,206197,1.34592851,0.850953215,152090,101157,50933,5734,4016,-12554,-1510,14418,0.024279943,0.026405418,0.078848684,1.55277796,0.665112762,-0.053158425,-0.006393916,0.061051312,-14064
東京産業,0,1.085201794,63888,58872,113030,97905,0.520852871,1.154486492,88261,61393,26868,2434,1219,-1305,-1007,1184,0.041343933,0.01381131,0.045369957,0.667021674,0.695584686,-0.022166735,-0.017104906,0.020111428,-2312
ユアサ商事,0,1.090941704,504806,462725,432185,491348,1.070664183,0.879590433,259413,166808,92605,11880,8058,10213,4776,-3553,0.025673996,0.031062437,0.08701474,1.783738672,0.643020974,0.022071425,0.010321465,-0.007678427,14989
神鋼商事,1,1.18307842,584856,494351,784160,936031,0.630421088,0.837750032,364029,300276,63753,10054,7136,-9279,-806,4068,0.020337776,0.019602834,0.111931988,1.357998951,0.824868348,-0.018770064,-0.00163042,0.008228971,-10085
阪和興業,1,1.232979475,2668228,2164049,1745501,1907493,1.239786743,0.915075966,1715394,1474896,240497,62367,43617,-280752,-14993,406820,0.028819588,0.025426812,0.18136193,1.261546327,0.859800139,-0.129734585,-0.006928217,0.187990198,-295745
カナデン,0,1.055388064,106419,100834,108229,126519,0.931672657,0.855436733,78548,32976,45571,2846,1922,3607,-511,-1047,0.028224607,0.024469114,0.042175945,1.283724602,0.419819728,0.035771664,-0.005067735,-0.010383402,3096
ＲＹＯＤＥＮ,1,1.136069237,260303,229126,196841,230087,1.164015627,0.85550683,140970,66204,74766,7062,5004,-7623,-1326,-883,0.030821469,0.035496914,0.066928818,1.625352912,0.469631837,-0.033269904,-0.005787209,-0.003853775,-8949
ニプロ,1,1.101881812,545199,494789,455559,442516,1.086113983,1.02947464,930321,730453,199867,23882,13455,68214,-78434,10297,0.048267039,0.01446275,0.067319768,0.53184761,0.785162326,0.137864827,-0.158520096,0.020810891,-10220
岩谷産業,1,1.312675987,906261,690392,562223,686771,1.227968262,0.818646973,558479,278172,280307,40076,29964,13075,-31939,8038,0.058048181,0.053652868,0.106897081,1.236200466,0.498088558,0.018938516,-0.046262124,0.011642661,-18864
ニチモウ,0,1.098381384,126829,115469,113317,117900,1.018990972,0.961128075,74863,54797,20066,3201,2754,-5539,-2433,4219,0.027721726,0.036787198,0.137247085,1.542404125,0.73196372,-0.047969585,-0.02107059,0.036537945,-7972
極東貿易,0,1.074348319,42657,39705,57405,60387,0.691664489,0.950618511,45513,22889,22623,759,781,-510,951,-628,0.01911598,0.017159932,0.034522389,0.872388109,0.502911256,-0.01284473,0.023951643,-0.015816648,441
三愛オブリ,0,1.082010118,647833,598731,473899,667929,1.263414778,0.709505052,197887,85529,112358,12067,8308,10548,-3297,-5721,0.020154293,0.041983556,0.07394222,3.025620683,0.432211313,0.017617261,-0.005506647,-0.009555209,7251
稲畑産業,0,1.080265859,735620,680962,577583,600312,1.178985531,0.962138022,389059,212144,176914,20052,22351,-11448,5446,5999,0.029446577,0.05744887,0.126338221,1.750279521,0.545274624,-0.016811511,0.007997509,0.008809596,-6002
ＧＳＩクレオス,1,1.171914262,131054,111829,116375,115548,0.960936627,1.007157199,60929,36416,24512,2008,1638,-7084,622,-481,0.017955986,0.02688375,0.066824413,1.835398579,0.597679266,-0.063346717,0.005562064,-0.00430121,-6462
明和産業,0,1.095346967,156662,143025,126004,137036,1.135083013,0.919495607,76415,40448,35967,3402,2407,-3306,-320,-670,0.023786051,0.031499051,0.066922457,1.871687496,0.52932016,-0.02311484,-0.002237371,-0.004684496,-3626
ゴールドウイン,1,1.171191531,115052,98235,90479,97899,1.085721549,0.924207602,99085,35673,63411,16501,14350,18049,-1567,-11853,0.167974754,0.14482515,0.22630143,0.991421507,0.360024222,0.183732885,-0.015951545,-0.120659643,16482
デサント,1,1.107647945,120614,108892,96862,124561,1.124197312,0.777627026,116375,29716,86658,5138,6229,13515,3152,-3520,0.047184366,0.053525242,0.071880265,0.935699248,0.255346939,0.124113801,0.028946112,-0.032325607,16667
東邦ホールディングス,0,1.096664669,1388565,1266171,1210274,1263708,1.046185409,0.957716498,702376,461095,241281,12527,13379,16341,-11032,-4473,0.009893608,0.019048202,0.05544987,1.802696846,0.656478866,0.01290584,-0.008712883,-0.003532698,5309
サンゲツ,1,1.177554338,176022,149481,145316,161265,1.028661675,0.901100673,147943,59616,88326,7959,276,5718,-827,-13341,0.053244225,0.001865583,0.003124788,1.010395896,0.402966007,0.038252353,-0.005532476,-0.089248801,4891
シナネンホールディングス,1,1.182878275,342254,289340,217122,237036,1.332614843,0.915987445,104908,50527,54381,2480,2487,1133,2154,-3120,0.008571231,0.023706486,0.045732885,2.758035612,0.481631525,0.003915808,0.007444529,-0.010783162,3287
伊藤忠エネクス,0,1.080862453,1012018,936306,739067,897427,1.266875669,0.823539965,447017,275819,171198,20929,13194,39955,-19113,-17625,0.022352735,0.029515656,0.077068657,2.094564636,0.617021277,0.042673015,-0.020413198,-0.018823974,20842
サンリオ,1,1.376419082,72624,52763,41053,55261,1.28524103,0.742892818,83809,40008,43800,2537,3423,5064,2300,-9106,0.048082937,0.040842869,0.078150685,0.629562457,0.477371165,0.095976347,0.043591153,-0.17258306,7364
サンワテクノス,1,1.172257697,181013,154414,134769,137943,1.145767944,0.976990496,93078,55054,38023,4804,3577,792,244,-580,0.031111169,0.038430134,0.094074639,1.658974194,0.591482413,0.005129069,0.001580168,-0.003756136,1036
新光商事,1,1.324477645,179076,135205,102898,101627,1.313971117,1.012506519,88951,37005,51945,4163,2821,-11628,-407,4250,0.030790281,0.03171409,0.054307441,1.519994154,0.416015559,-0.086002737,-0.003010244,0.031433749,-12035
三信電気,1,1.303633995,161107,123583,112791,123085,1.095681393,0.916366738,72809,42125,30683,4209,2524,2189,-149,-18584,0.034058082,0.034666044,0.082260535,1.697358843,0.578568584,0.017712792,-0.001205667,-0.15037667,2040
モスフードサービス,0,1.084286206,85059,78447,71972,68985,1.089965542,1.043299268,69602,21026,48576,3473,3419,10449,-798,-3825,0.044271929,0.049122152,0.070384552,1.127079682,0.30208902,0.13319821,-0.010172473,-0.048759035,9651
加賀電子,1,1.226363227,608064,495827,422365,443615,1.173930132,0.952098103,272139,166339,105800,20915,15401,-1554,-6772,1155,0.042182051,0.056592403,0.145567108,1.821962306,0.611228086,-0.003134158,-0.01365799,0.002329442,-8326
都築電気,0,1.038410607,123899,119316,120004,125366,0.994266858,0.957229233,79226,46026,33199,4012,2798,5560,-4,-2413,0.033624996,0.035316689,0.084279647,1.506020751,0.580945649,0.046598947,-3.35E-05,-0.020223608,5556
ソーダニッカ,1,1.130359588,62744,55508,94586,99749,0.586852177,0.948240083,60854,35625,25229,1252,1367,452,594,-4424,0.022555307,0.022463601,0.054183678,0.912150393,0.585417557,0.00814297,0.01070116,-0.079700223,1046
立花エレテック,1,1.174920256,227266,193431,161440,170541,1.198160307,0.946634534,135172,57932,77240,6710,5144,-7595,-968,702,0.034689372,0.038055219,0.066597618,1.430999023,0.428579883,-0.039264647,-0.005004368,0.003629201,-8563
木曽路,1,1.248844418,45930,36778,31067,43924,1.1838285,0.707289864,47898,21296,26601,-3541,650,3656,-1641,-400,-0.096280385,0.013570504,0.024435172,0.767839993,0.444611466,0.099407254,-0.044619066,-0.010876067,2015
ＳＲＳホールディングス,1,1.270957211,54505,42885,43707,44643,0.981192944,0.979033667,35492,21102,14390,-4635,1574,4705,-1861,550,-0.108079748,0.044348022,0.109381515,1.208300462,0.59455652,0.109712021,-0.043395127,0.012824997,2844
上新電機,0,0.997440831,408460,409508,449121,415643,0.911798825,1.080545083,217417,118776,98641,8884,6391,1442,-9573,1873,0.021694326,0.029395125,0.064790503,1.883514169,0.546305027,0.003521299,-0.023376833,0.004573781,-8131
日本瓦斯,1,1.278913824,207890,162552,143490,132496,1.132845494,1.08297609,153811,81921,71890,12786,9972,20694,-8792,-7407,0.078657906,0.064832814,0.138711921,1.056829486,0.532608201,0.127306954,-0.054087307,-0.045566957,11902
いなげや,0,0.988580724,248546,251417,265917,254267,0.945471707,1.045817979,98698,41811,56886,3525,2399,2638,-1603,625,0.014020532,0.02430647,0.042172063,2.547336319,0.423625605,0.010492528,-0.006375862,0.00248591,1035
ＡＯＫＩホールディングス,1,1.137196933,176170,154916,143169,180220,1.082049885,0.794412385,233008,105366,127641,5443,2563,17132,886,-10023,0.03513517,0.010999622,0.020079755,0.664852709,0.452199066,0.110588964,0.005719228,-0.064699579,18018
コメリ,0,1.008793038,379400,376093,385700,348573,0.97509204,1.106511405,354788,140947,213840,27825,17897,25856,-11260,-12476,0.07398436,0.050444209,0.083693416,1.060049945,0.397271046,0.068748953,-0.029939403,-0.033172646,14596
青山商事,1,1.105717608,183506,165961,161404,217696,1.028233501,0.741419227,322725,158224,164501,2181,1350,16526,3776,-469,0.013141642,0.004183128,0.008206637,0.514248974,0.490275002,0.099577612,0.022752333,-0.002825965,20302
エイチ・ツー・オー　リテイリン,1,1.211481598,628089,518447,739198,897289,0.701364181,0.823812618,654558,393620,260938,740,9872,6465,-5203,-28578,0.00142734,0.015081933,0.037832742,0.792056624,0.601352363,0.012469934,-0.010035741,-0.055122317,1262
丸井グループ,0,1.040755197,217854,209323,206156,247582,1.015362153,0.832677658,920026,657974,262052,36784,17791,11519,-13760,770,0.17572842,0.019337497,0.067891106,0.22751857,0.715168919,0.055029787,-0.065735729,0.003678526,-2241
アクシアル　リテイリング,0,1.034554676,254966,246450,256351,240898,0.961377174,1.064147482,116855,42796,74059,10310,7074,9429,-5796,-2205,0.041834043,0.060536562,0.095518438,2.109024004,0.366231655,0.038259282,-0.023517955,-0.008947048,3633
ヤオコー,0,1.053096404,564486,536025,507862,460476,1.055454041,1.102906558,305997,177168,128828,24081,15382,30525,-46909,15571,0.044925143,0.050268467,0.119399509,1.75173286,0.578986068,0.056946971,-0.087512709,0.029049018,-16384
ゼビオホールディングス,0,1.071707527,239293,223282,202438,225312,1.102964858,0.898478554,208308,89599,118708,4999,3836,2235,-5164,-2119,0.022388728,0.018415039,0.032314587,1.071883941,0.430127504,0.010009763,-0.023127704,-0.009490241,-2929
ケーズホールディングス,0,0.986752211,737320,747219,792542,708222,0.942813125,1.119058713,442053,165426,276627,41755,28547,24226,-9566,-12746,0.055880538,0.064578229,0.103196723,1.690338036,0.374222096,0.032421552,-0.012802137,-0.017057917,14660
ＰＡＬＴＡＣ,0,1.055862145,1104152,1045735,1033275,1046412,1.012058745,0.987445671,448877,205135,243741,25921,19639,21949,-10170,-8731,0.024787351,0.043751406,0.080573231,2.329669375,0.456996014,0.020989065,-0.009725217,-0.008349152,11779
芙蓉総合リース,0,1.046831558,688655,657847,740263,712330,0.888666596,1.039213567,2949704,2575464,374239,46034,33886,88974,-15669,-101534,0.069976758,0.011487932,0.090546416,0.223021361,0.873126253,0.135250294,-0.023818608,-0.154342879,73305
みずほリース,0,0.954742984,529700,554809,497852,539241,1.114405486,0.923245821,2748810,2518007,230803,17893,14902,-68495,-27712,99810,0.032250739,0.005421255,0.064565885,0.201836067,0.916035303,-0.123456901,-0.049948721,0.179899749,-96207
東京センチュリー,0,1.036765949,1324962,1277976,1200184,1166599,1.064816728,1.028788813,5663787,4868206,795580,82675,50290,227383,-16075,-201421,0.064692138,0.008879218,0.063211745,0.225639841,0.85953197,0.177924312,-0.012578483,-0.157609376,211308
日本証券金融,1,1.410777092,42518,30138,30924,29101,0.974582848,1.062643895,14168656,14030659,137996,6235,5174,-122304,4907,-5088,0.206881678,0.000365172,0.03749384,0.00212709,0.990260403,-4.05813259,0.162817705,-0.168823412,-117397
アイフル,0,1.091258696,144152,132097,127481,127038,1.036209317,1.003487146,935642,779116,156526,11242,12334,-15628,-2218,21028,0.085104128,0.013182392,0.07879841,0.141183273,0.832707382,-0.118307002,-0.016790692,0.159186053,-17846
リコーリース,0,0.983663153,298889,303853,326266,332256,0.931304518,0.981971733,1177723,976243,201480,19280,13481,9138,-9548,-5791,0.063451735,0.011446664,0.066909867,0.258000396,0.828924119,0.030073753,-0.031423089,-0.019058558,-410
ジャックス,0,1.057512038,173506,164070,160650,158610,1.021288515,1.012861736,3215006,3022789,192217,26743,18316,-152023,-7311,186121,0.162997501,0.005697034,0.095288138,0.051032564,0.940212553,-0.926574023,-0.044560249,1.134399951,-159334
オリエントコーポレーション,0,0.990805288,227693,229806,229793,243135,1.000056573,0.945125136,3752049,3535211,216837,28994,19476,81757,-19013,-40150,0.126167289,0.005190764,0.08981862,0.061248134,0.942208111,0.355765298,-0.082735003,-0.174712584,62744
オリックス,0,1.057931292,2666373,2520365,2292708,2280329,1.099296116,1.005428603,14270672,10899271,3371401,302083,312135,1103370,-808846,-306618,0.119856846,0.021872481,0.092583172,0.176611515,0.763753172,0.437781829,-0.320924152,-0.121656189,294524
三菱ＨＣキャピタル,0,1.074011687,1896231,1765559,947658,923768,1.863076131,1.025861472,10328872,8995404,1333467,114092,99401,195845,-107879,-192157,0.064620893,0.009623607,0.074543277,0.170934348,0.870898971,0.110925208,-0.061101895,-0.108836352,87966
ジャフコ　グループ,0,0.508472739,14073,27677,21512,29855,1.286584232,0.720549322,233024,35633,197390,16876,15080,-12958,748,-43474,0.609748166,0.064714364,0.076396981,0.118773174,0.15291558,-0.468186581,0.027026051,-1.570762727,-12210
日本取引所グループ,0,0.989359974,133991,135432,133343,123688,1.015666364,1.078059311,71463434,71139582,323852,73473,49955,58191,-13299,-59747,0.542508418,0.000699029,0.15425256,0.001895123,0.995468284,0.429669502,-0.098196881,-0.441158663,44892
スパークス・グループ,0,0.951363669,13360,14043,14295,12476,0.982371459,1.145799936,37141,12816,24324,6464,4070,2661,-1180,-2480,0.460300506,0.109582402,0.167324453,0.378099674,0.345063407,0.189489425,-0.084027629,-0.176600442,1481
イー・ギャランティ,0,1.076007094,8494,7894,7194,5956,1.097303308,1.207857623,25256,5539,19716,3732,2463,2662,-1824,-87,0.472764125,0.097521381,0.12492392,0.312559392,0.219314222,0.33721814,-0.231061566,-0.011021029,838
ＮＥＣキャピタルソリューション,0,1.032812206,258107,249907,221255,220716,1.129497638,1.002442052,1030617,908876,121740,10447,6939,46815,-501,-46932,0.041803551,0.00673286,0.056998521,0.242482901,0.881875614,0.187329687,-0.002004746,-0.187797861,46314
三井不動産,0,1.080077777,2269103,2100870,2007554,1905642,1.046482436,1.05347909,8208012,5294259,2913752,244978,176986,271469,-210057,-139600,0.116607881,0.02156259,0.060741614,0.255953573,0.645011118,0.129217419,-0.09998572,-0.066448662,61412
三菱地所,0,1.02099906,1377827,1349489,1207594,1302196,1.11750224,0.92735195,6493917,4257484,2236432,278977,155171,280090,-313778,90973,0.20672788,0.023894823,0.069383286,0.207808169,0.65561109,0.207552637,-0.23251616,0.067412924,-33688
平和不動産,0,0.770037013,44522,57818,35048,46639,1.649680438,0.751474088,376210,256931,119278,12615,8705,34189,-20705,-15490,0.218184648,0.023138673,0.072980768,0.153685442,0.682945695,0.591321042,-0.358106472,-0.267909648,13484
京阪神ビルディング,0,1.059724951,18879,17815,15333,15319,1.161873084,1.000913898,149994,79484,70510,5124,5165,2736,-8652,-5757,0.28762279,0.034434711,0.073252021,0.118771418,0.52991453,0.153578445,-0.485658153,-0.323154645,-5916
住友不動産,0,1.000504561,939904,939430,917472,1013512,1.023933155,0.905240392,5806040,4171990,1634049,233882,150452,192967,-209984,-21917,0.248961604,0.025913015,0.092073126,0.161802192,0.718560327,0.205408599,-0.223522774,-0.023330104,-17017
レオパレス２１,0,1.020290386,406449,398366,408959,433553,0.974097648,0.943273371,145430,134396,11034,1774,11854,-4460,886,-5886,0.004453191,0.081510005,1.074315751,2.739228495,0.924128447,-0.011195735,0.002224085,-0.014775357,-3574
スターツコーポレーション,1,1.189710954,233871,196578,198963,209091,0.988012847,0.95156176,273287,145610,127676,24182,16772,24951,-17819,-5963,0.123014783,0.061371379,0.131363765,0.719309737,0.53280983,0.126926716,-0.090645952,-0.030334015,7132
フジ住宅,0,0.964405466,114473,118698,121541,110444,0.976608716,1.100476259,153512,109162,44349,5871,3869,6324,-6333,-518,0.049461659,0.025203241,0.087239848,0.773216426,0.711097504,0.053278067,-0.05335389,-0.004364016,-9
空港施設,0,1.073137906,25516,23777,24155,24855,0.984351066,0.971836653,102468,47161,55306,3280,821,8467,-449,-5117,0.137948438,0.008012257,0.014844682,0.232043174,0.460251005,0.356100433,-0.018883795,-0.215207974,8018
リログループ,0,1.093269698,123698,113145,156071,313019,0.724958512,0.498599127,301599,246457,55142,20524,15644,17986,-4946,-19074,0.181395554,0.051870199,0.283703892,0.375150448,0.817167829,0.158964161,-0.043713819,-0.168580141,13040
エスリード,0,1.071262919,79913,74597,68999,61638,1.081131611,1.119423083,114315,58617,55698,8660,5428,-9371,-1060,6411,0.116090459,0.047482833,0.097454128,0.652556532,0.512767353,-0.125621674,-0.014209687,0.085941794,-10431
日神グループホールディングス,0,1.010839011,82348,81465,80815,82116,1.008043061,0.984156559,114969,50837,64132,5214,3522,840,-2484,1854,0.064002946,0.030634345,0.054917982,0.708582313,0.442180066,0.010311177,-0.030491622,0.02275824,-1644
ＭＩＲＡＲＴＨホールディングス,0,0.943027085,153472,162744,148397,168493,1.096679852,0.88073095,223473,163871,59601,11877,6215,23189,-27871,-1132,0.072979649,0.027810966,0.104276774,0.72824905,0.733292165,0.142487588,-0.171256698,-0.00695571,-4682
カチタス,1,1.198204781,121341,101269,97735,89978,1.036159001,1.086209962,62644,29891,32752,13127,6845,-2490,-20,-3189,0.129625058,0.109268246,0.208994871,1.616579401,0.477156631,-0.024587979,-0.000197494,-0.031490387,-2510
サンフロンティア不動産,1,1.161766151,82777,71251,59632,73218,1.19484505,0.814444535,136512,62060,74452,12127,7415,17443,-9386,449,0.17020112,0.054317569,0.09959437,0.521939463,0.454612049,0.244810599,-0.131731484,0.006301666,8057
ＦＪネクストホールディングス,0,1.0295412,84688,82258,72988,84840,1.127007179,0.860301744,82659,23742,58917,9095,6338,22215,7,-9675,0.110566753,0.076676466,0.107575063,0.995148744,0.287228251,0.270064918,8.51E-05,-0.117617739,22222
グランディハウス,0,1.005848699,55205,54884,47154,45541,1.16393095,1.035418634,60901,36241,24660,4022,2583,-444,-481,-1339,0.073281831,0.042413097,0.104744526,0.901200309,0.595080541,-0.008089789,-0.008763938,-0.02439691,-925
東武鉄道,1,1.214867704,614751,506023,496326,653874,1.019537562,0.759054497,1689855,1230636,459219,24732,13453,66851,-30964,-35005,0.048875249,0.007961038,0.029295391,0.299447586,0.728249465,0.132110596,-0.061190894,-0.069176698,35887
相鉄ホールディングス,1,1.152217053,249667,216684,221136,265100,0.979867593,0.834160694,623412,483705,139707,3998,1855,23745,-29418,3890,0.018450832,0.00297556,0.013277789,0.347577525,0.775899405,0.109583541,-0.135764523,0.01795241,-5673
東急,0,1.059356487,931293,879112,935927,1164243,0.939295479,0.803893174,2479182,1726240,752942,31544,8782,85577,-78810,-1374,0.035881662,0.003542297,0.011663581,0.354597605,0.696294181,0.097344821,-0.08964728,-0.001562941,6767
京浜急行電鉄,0,0.953882754,253005,265237,234964,312751,1.128841014,0.751281371,912385,655500,256884,3510,12529,58230,-26045,-28422,0.013233448,0.013732142,0.048772987,0.290707322,0.718446708,0.219539506,-0.098195199,-0.107156995,32185
小田急電鉄,1,1.101479291,395159,358753,385978,534132,0.929464892,0.722626617,1285230,935972,349257,6152,12116,48617,-45515,-30573,0.017148289,0.009427106,0.034690786,0.279135252,0.728252531,0.135516637,-0.126870019,-0.085220193,3102
